Taxa	Metaxa2/H1	Metaxa2/H2	Metaxa2/H3	Metaxa2/L2	Metaxa2/L3	Metaxa2/L4
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Hyphomicrobium	5	1	4	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Pedomicrobium	4	0	4	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Rhodoplanes	0	0	1	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Unclassified Hyphomicrobiaceae	3	2	10	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Methylobacterium	34	11	23	0	2	35
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Microvirga	7	0	8	0	0	6
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Unclassified Methylobacteriaceae	1	0	2	0	0	1
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylocystaceae;Hansschlegelia	0	0	2	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylocystaceae;Methylocystis	0	0	1	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylocystaceae;Methylosinus	0	0	1	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylocystaceae;Unclassified Methylocystaceae	4	0	5	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Hoeflea	0	0	1	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Mesorhizobium	8	0	2	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Unclassified Phyllobacteriaceae	0	0	2	0	0	1
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Ensifer	2	0	3	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Kaistia	0	0	4	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Rhizobium	59	20	73	0	0	6
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Shinella	0	0	1	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Unclassified Rhizobiaceae	5	2	10	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Unclassified Rhizobiales;	30	4	32	1	0	22
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Ancylobacter	0	0	0	0	0	1
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Unclassified Xanthobacteraceae	0	0	0	0	0	2
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Xanthobacter	0	0	1	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Amaricoccus	0	0	1	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Marinovum	1	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pseudorhodobacter	0	0	0	0	0	1
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Unclassified Rhodobacteraceae	2	1	1	1	0	1
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacter	0	1	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Asaia	0	0	0	0	0	1
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Gluconacetobacter	0	0	0	0	0	3
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Tanticharoenia	0	0	0	0	0	2
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Unclassified Acetobacteraceae	0	0	0	0	0	3
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Azospirillum	0	0	0	0	0	1
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Thalassospira	0	0	0	0	0	1
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Unclassified Rhodospirillaceae	1	0	1	1	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Unclassified Anaplasmataceae	0	0	0	0	0	1
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Holosporaceae;Holospora	0	0	0	0	0	1
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Unclassified Rickettsiales;	0	0	0	0	0	1
Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Surface 1;Candidatus Pelagibacter	1	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium	1	0	0	0	0	1
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas	2	2	1	0	1	77
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Unclassified Sphingomonadaceae	3	0	1	0	0	6
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Unclassified Sphingomonadales;	0	0	0	0	1	13
Bacteria;Proteobacteria;Alphaproteobacteria;Unclassified Alphaproteobacteria;;	4	1	8	9	0	19
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Sutterella	0	1	0	0	0	0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Unclassified Alcaligenaceae	0	1	0	0	0	0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia	0	0	0	0	0	37
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Unclassified Burkholderiaceae	0	0	0	0	0	3
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax	0	0	0	0	1	0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Limnohabitans	0	0	0	0	1	0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Unclassified Comamonadaceae	1	1	2	0	18	0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Variovorax	0	0	1	0	2	0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Xylophilus	0	0	0	0	1	0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Unclassified Oxalobacteraceae	0	0	1	0	0	0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Unclassified Burkholderiales;	0	0	1	0	2	0
Bacteria;Proteobacteria;Betaproteobacteria;Methylophilales;Methylophilaceae;Unclassified Methylophilaceae	1	0	0	0	0	0
Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae;Nitrosospira	1	0	0	0	0	0
Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Azoarcus	1	0	0	0	0	0
Bacteria;Proteobacteria;Betaproteobacteria;Unclassified Betaproteobacteria;;	2	1	0	0	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bacteriovoracaceae;Deferrisoma	2	0	0	0	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bacteriovoracaceae;Peredibacter	0	0	1	0	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bacteriovoracaceae;Unclassified Bacteriovoracaceae	3	0	3	0	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae;Bdellovibrio	0	1	0	0	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio	2	6	0	0	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Unclassified Desulfovibrionales;	1	0	0	0	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Desulfuromonadaceae;Desulfuromonas	1	0	0	0	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Desulfuromonadaceae;Pelobacter	1	0	1	0	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geobacter	2	0	2	0	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Unclassified Desulfuromonadales;	2	0	0	0	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Cystobacteraceae;Anaeromyxobacter	1	0	1	0	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Cystobacteraceae;Unclassified Cystobacteraceae	0	0	1	0	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Haliangiaceae;Haliangium	2	0	1	0	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Myxococcaceae;Myxococcus	1	0	0	0	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Myxococcaceae;Unclassified Myxococcaceae	1	0	1	0	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Nannocystaceae;Nannocystis	2	0	0	0	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Nannocystaceae;Unclassified Nannocystaceae	1	0	0	0	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Phaselicystidaceae;Phaselicystis	1	0	1	0	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;Byssovorax	0	0	1	0	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;Sorangium	1	0	2	0	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;Unclassified Polyangiaceae	7	0	2	0	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Sandaracinaceae;Sandaracinus	1	0	1	0	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Unclassified Myxococcales;	10	0	10	0	0	0
Bacteria;Proteobacteria;Deltaproteobacteria;Unclassified Deltaproteobacteria;;	3	0	6	0	0	1
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter	3	0	1	1	0	31
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter	0	0	4	0	0	0
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Unclassified Campylobacterales;	0	0	2	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Acidithiobacillales;Acidithiobacillaceae;Acidithiobacillus	0	0	0	1	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Acidithiobacillales;Unclassified Acidithiobacillales;	0	0	1	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Marinobacter	1	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Unclassified Alteromonadaceae	0	0	0	0	0	1
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Colwelliaceae;Colwellia	2	0	0	0	0	1
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Unclassified Alteromonadales;	2	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Unclassified Chromatiaceae	1	0	1	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Unclassified Chromatiales;	0	0	1	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Cronobacter	0	0	0	0	0	3
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Edwardsiella	0	1	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Escherichia-Shigella	0	1	0	4	1	546
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Klebsiella	0	0	0	0	0	1
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Pantoea	0	1	3	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Sodalis	0	0	0	0	0	1
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Unclassified Enterobacteriaceae	2	1	5	8	2	189
Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Coxiellaceae;Aquicella	0	0	0	0	0	2
Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella	3	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylobacter	1	0	1	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylocaldum	4	0	10	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Unclassified Methylococcaceae	1	1	1	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Unclassified Methylococcales;	0	0	1	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Oleispira	1	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Unclassified Oceanospirillales;	0	0	0	0	0	1
Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Pasteurella	0	0	0	0	0	3
Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Unclassified Pasteurellaceae	0	1	0	0	0	1
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter	0	0	1	0	1	0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Enhydrobacter	0	0	0	1	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter	0	1	0	0	221	2
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas	0	0	0	5	0	2
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Unclassified Pseudomonadaceae	1	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Unclassified Pseudomonadales;	0	0	0	0	1	0
Bacteria;Proteobacteria;Gammaproteobacteria;Unclassified Gammaproteobacteria;;	4	1	0	0	1	12
Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Unclassified Vibrionaceae	0	0	0	0	0	4
Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio	0	0	0	0	0	2
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Sinobacteraceae;Unclassified Sinobacteraceae	1	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Unclassified Xanthomonadales;	1	0	0	0	0	1
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Luteibacter	0	0	0	0	0	1
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Rhodanobacter	0	0	0	0	0	3
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Unclassified Xanthomonadaceae	0	0	0	0	0	6
Bacteria;Proteobacteria;Unclassified Proteobacteria;;;	6	2	6	4	0	4
Bacteria;Spirochaetes;Spirochaetes;Spirochaetales;Spirochaetaceae;Spirochaeta	0	1	0	0	0	0
Bacteria;Spirochaetes;Spirochaetes;Spirochaetales;Spirochaetaceae;Treponema	0	0	1	0	0	0
Bacteria;Synergistetes;Synergistia;Synergistales;Synergistaceae;Aminiphilus	0	2	0	0	0	0
Bacteria;Synergistetes;Synergistia;Synergistales;Synergistaceae;Thermanaerovibrio	1	0	2	0	0	0
Bacteria;Tenericutes;Mollicutes;Acholeplasmatales;Acholeplasmataceae;Unclassified Acholeplasmataceae	1	0	0	0	0	0
Bacteria;Tenericutes;Mollicutes;Candidatus Phytoplasma;Unclassified Candidatus Phytoplasma;	0	1	0	0	0	0
Bacteria;Tenericutes;Mollicutes;Entomoplasmatales;Entomoplasmataceae;Incertae Sedis	0	0	0	0	0	3
Bacteria;Tenericutes;Mollicutes;Entomoplasmatales;Spiroplasmataceae;Spiroplasma	1	0	0	0	0	0
Bacteria;Tenericutes;Mollicutes;Entomoplasmatales;Unclassified Entomoplasmatales;	1	1	0	0	0	3
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Candidatus Lumbricincola	0	0	0	0	0	17
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma	0	0	0	0	0	1
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Unclassified Mycoplasmataceae	0	0	0	0	1	24
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Unclassified Mycoplasmatales;	0	0	1	0	1	3
Bacteria;Tenericutes;Mollicutes;RF9;Acholeplasmatales bacterium canine oral taxon 316;Unclassified Acholeplasmatales bacterium canine oral taxon 316	9	40	0	0	0	0
Bacteria;Tenericutes;Mollicutes;RF9;Acholeplasmatales bacterium canine oral taxon 375;Unclassified Acholeplasmatales bacterium canine oral taxon 375	1	1	0	0	0	0
Bacteria;Tenericutes;Mollicutes;Unclassified Mollicutes;;	4	6	0	0	0	1
Bacteria;Unclassified Bacteria;;;;	146	85	60	53	2	89
Bacteria;Verrucomicrobia;Spartobacteria;Chthoniobacterales;Chthoniobacteraceae;Chthoniobacter	0	1	0	0	0	0
Bacteria;Verrucomicrobia;Spartobacteria;Chthoniobacterales;Chthoniobacteraceae;Unclassified Chthoniobacteraceae	1	0	0	0	0	0
Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Unclassified Verrucomicrobiaceae	0	0	0	0	0	1
Chloroplast;;;;;	4	2	6	0	0	8
Chloroplast;Unclassified Chloroplast;;;;	15	17	39	2	8	211
Eukaryota;Alveolata;Apicomplexa;Conoidasida;Coccidia;Eimeriorina	0	0	2	0	0	0
Eukaryota;Alveolata;Apicomplexa;Conoidasida;Cryptosporida;Cryptosporidium	0	0	1	0	0	0
Eukaryota;Alveolata;Apicomplexa;Conoidasida;Gregarinasina;Eugregarinorida	0	0	0	0	0	2
Eukaryota;Archaeplastida;Chloroplastida;Charophyta;Klebsormidiales;Klebsormidium	0	0	0	1	0	0
Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae;Chlorophyceae	4	0	0	0	0	4
Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Prasinophytae;Unclassified Prasinophytae	1	0	1	0	0	0
Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Trebouxiophyceae;Trebouxiophyceae	3	1	0	0	28	205
Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Trebouxiophyceae;Unclassified Trebouxiophyceae	0	0	0	0	0	1
Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Unclassified Chlorophyta;	2	0	4	0	1	22
Eukaryota;Archaeplastida;Unclassified Archaeplastida;;;	0	0	0	0	0	1
Eukaryota;Chromalveolata;Stramenopiles;Chrysophyceae;Chromulinales;Chrysophyceae	0	0	0	0	0	1
Eukaryota;Chromalveolata;Stramenopiles;Diatomea;Bacillariophytina;Mediophyceae	0	0	0	0	0	1
Eukaryota;Fungi;Ascomycota;Pezizomycotina;Capnodiales;Davidiellaceae	9	4	28	0	0	1
Eukaryota;Fungi;Ascomycota;Pezizomycotina;Capnodiales;Teratosphaeriaceae	0	0	0	0	0	1
Eukaryota;Fungi;Ascomycota;Pezizomycotina;Capnodiales;Unclassified Capnodiales	1	0	5	0	0	0
Eukaryota;Fungi;Ascomycota;Pezizomycotina;Chaetothyriales;Herpotrichiellaceae	0	0	0	0	2	39
Eukaryota;Fungi;Ascomycota;Pezizomycotina;Chaetothyriales;Incertae Sedis	1	1	0	0	1	1
Eukaryota;Fungi;Ascomycota;Pezizomycotina;Chaetothyriales;Unclassified Chaetothyriales	1	0	1	0	0	6
Eukaryota;Fungi;Ascomycota;Pezizomycotina;Dothideomycetes;Incertae Sedis	0	0	0	0	0	2
Eukaryota;Fungi;Ascomycota;Pezizomycotina;Dothideomycetes;Unclassified Dothideomycetes	12	2	7	0	1	232
Eukaryota;Fungi;Ascomycota;Pezizomycotina;Eurotiales;Trichocomaceae	1	0	0	1	0	113
Eukaryota;Fungi;Ascomycota;Pezizomycotina;Eurotiales;Unclassified Eurotiales	1	0	0	0	0	5
Eukaryota;Fungi;Ascomycota;Pezizomycotina;Lecanoromycetes;Unclassified Lecanoromycetes	0	0	0	0	0	8
Eukaryota;Fungi;Ascomycota;Pezizomycotina;Leotiomycetes;Geomyces destructans	0	0	0	0	0	1
Eukaryota;Fungi;Ascomycota;Pezizomycotina;Leotiomycetes;Mitrula elegans	0	0	0	0	0	1
Eukaryota;Fungi;Ascomycota;Pezizomycotina;Leotiomycetes;Thelebolus stercoreus	0	0	0	0	0	1
Eukaryota;Fungi;Ascomycota;Pezizomycotina;Leotiomycetes;Unclassified Leotiomycetes	1	0	1	0	1	63
Eukaryota;Fungi;Ascomycota;Pezizomycotina;Onygenales;Onygenaceae	0	0	0	0	0	2
Eukaryota;Fungi;Ascomycota;Pezizomycotina;Pezizales;Unclassified Pezizales	0	0	0	0	0	5
Eukaryota;Fungi;Ascomycota;Pezizomycotina;Sordariomycetes;Unclassified Sordariomycetes	4	0	0	0	0	1
Eukaryota;Fungi;Ascomycota;Pezizomycotina;Unclassified Pezizomycotina;	6	0	21	0	2	98
Eukaryota;Fungi;Ascomycota;Saccharomycotina;Saccharomycetales;Metschnikowiaceae	0	0	0	0	0	3
Eukaryota;Fungi;Ascomycota;Saccharomycotina;Saccharomycetales;Pichiaceae	0	0	0	0	0	110
Eukaryota;Fungi;Ascomycota;Saccharomycotina;Saccharomycetales;Saccharomycetaceae	0	0	0	0	0	84
Eukaryota;Fungi;Ascomycota;Saccharomycotina;Saccharomycetales;Unclassified Saccharomycetales	0	0	0	0	0	23
Eukaryota;Fungi;Ascomycota;Saccharomycotina;Unclassified Saccharomycotina;	0	0	0	0	0	2
Eukaryota;Fungi;Ascomycota;Unclassified Ascomycota;;	0	0	1	0	0	9
Eukaryota;Fungi;Basal fungi;Basal fungi;Glomeromycota;Unclassified Glomeromycota	1	0	0	0	0	0
Eukaryota;Fungi;Basal fungi;Basal fungi;Mucoromycotina;Unclassified Mucoromycotina	0	0	1	1	0	3
Eukaryota;Fungi;Basal fungi;Basal fungi;Unclassified Basal fungi;	0	0	0	0	0	1
Eukaryota;Fungi;Basidiomycota;Agaricomycotina;Agaricomycetes;Unclassified Agaricomycetes	0	0	3	0	0	7
Eukaryota;Fungi;Basidiomycota;Agaricomycotina;Tremellomycetes;Cryptococcus	4	0	0	0	0	6
Eukaryota;Fungi;Basidiomycota;Agaricomycotina;Tremellomycetes;Dioszegia	0	0	1	0	0	0
Eukaryota;Fungi;Basidiomycota;Agaricomycotina;Tremellomycetes;Filobasidium	0	0	0	0	0	1
Eukaryota;Fungi;Basidiomycota;Agaricomycotina;Tremellomycetes;Taphrina	0	0	1	0	0	0
Eukaryota;Fungi;Basidiomycota;Agaricomycotina;Tremellomycetes;Unclassified Tremellomycetes	6	3	29	0	0	3
Eukaryota;Fungi;Basidiomycota;Agaricomycotina;Unclassified Agaricomycotina;	1	0	0	0	0	0
Eukaryota;Fungi;Basidiomycota;Pucciniomycotina;Cystobasidiomycetes;Rhodotorula	0	0	0	0	0	6
Eukaryota;Fungi;Basidiomycota;Pucciniomycotina;Cystobasidiomycetes;Sporobolomyces sp. JCM 2963	1	0	0	0	0	0
Eukaryota;Fungi;Basidiomycota;Pucciniomycotina;Cystobasidiomycetes;Unclassified Cystobasidiomycetes	2	0	1	0	0	4
Eukaryota;Fungi;Basidiomycota;Pucciniomycotina;Microbotryomycetes;Rhodotorula	0	0	4	0	0	0
Eukaryota;Fungi;Basidiomycota;Pucciniomycotina;Microbotryomycetes;Unclassified Microbotryomycetes	1	0	2	0	0	3
Eukaryota;Fungi;Basidiomycota;Pucciniomycotina;Pucciniomycetes;Unclassified Pucciniomycetes	0	0	0	0	0	2
Eukaryota;Fungi;Basidiomycota;Unclassified Basidiomycota;;	0	0	0	0	0	2
Eukaryota;Fungi;Basidiomycota;Ustilaginomycotina;Exobasidiomycetes;Rhodotorula	1	0	2	0	0	0
Eukaryota;Fungi;Basidiomycota;Ustilaginomycotina;Exobasidiomycetes;Unclassified Exobasidiomycetes	2	0	5	0	0	1
Eukaryota;Fungi;Basidiomycota;Ustilaginomycotina;Ustilaginomycetes;Unclassified Ustilaginomycetes	1	1	1	0	0	0
Eukaryota;Fungi;Unclassified Fungi;;;	1	0	2	0	0	11
Eukaryota;Metazoa;Arthropoda;Chelicerata;Arachnida;Unclassified Arachnida	0	0	63	0	0	1
Eukaryota;Metazoa;Arthropoda;Chelicerata;Unclassified Chelicerata;	0	0	0	0	0	2
Eukaryota;Metazoa;Arthropoda;Hexapoda;Insecta;Unclassified Insecta	0	1	3	0	0	0
Eukaryota;Metazoa;Arthropoda;Unclassified Arthropoda;;	0	0	2	0	0	0
Eukaryota;Metazoa;Chordata;Craniata;Craniata;Archosauria	0	0	0	0	0	4
Eukaryota;Metazoa;Chordata;Craniata;Craniata;Teleostei	0	0	0	1	0	1
Eukaryota;Metazoa;Chordata;Craniata;Craniata;Unclassified Craniata	0	0	0	2	0	16
Eukaryota;Metazoa;Cnidaria;Cnidaria;Unclassified Cnidaria;	0	0	0	0	0	2
Eukaryota;Metazoa;Hemichordata;Hemichordata;Ptychoderidae;Unclassified Ptychoderidae	0	0	0	1	0	0
Eukaryota;Metazoa;Mollusca;Gastropoda;Heterobranchia;Unclassified Heterobranchia	0	0	0	0	0	2
Eukaryota;Metazoa;Mollusca;Gastropoda;Unclassified Gastropoda;	0	0	0	0	0	1
Eukaryota;Metazoa;Mollusca;Unclassified Mollusca;;	0	0	0	0	0	1
Eukaryota;Metazoa;Nematoda;Enoplea;Trichuridae;Eucoleus dispar	0	0	0	2	0	0
Eukaryota;Metazoa;Nemertea;Nemertea;Family Incertae Sedis;Unclassified Family Incertae Sedis	0	0	0	0	0	1
Eukaryota;Metazoa;Platyhelminthes;Cestoda;Eucestoda;Hymenolepis diminuta	0	0	0	0	0	1
Eukaryota;Metazoa;Platyhelminthes;Cestoda;Eucestoda;Unclassified Eucestoda	0	0	0	0	4	2
Eukaryota;Metazoa;Platyhelminthes;Trematoda;Digenea;Unclassified Digenea	0	0	0	0	8	0
Eukaryota;Metazoa;Unclassified Metazoa;;;	0	0	3	0	0	5
Eukaryota;Rhizaria;Cercozoa;Glissomonadida;Heteromita;Unclassified Heteromita	1	0	0	0	0	0
Eukaryota;Rhizaria;Cercozoa;Glissomonadida;Unclassified Glissomonadida;	0	0	1	0	0	0
